objectId,latitude,longitude,postalCode,place
2RrGeLmF7p,45.4601,15.254,8344,Vinica
XECOyQNaVb,45.7566,15.0592,8350,Dolenjske Toplice
v0EwzbPq9s,45.78,15.0728,8351,Straža
oJX3RR54Xe,45.8339,14.9292,8360,Žužemberk
MCudPjLxhQ,45.8139,14.9711,8361,Dvor
F2mMFZLVaL,45.7656,14.8822,8362,Hinje
t1GdeIvnxQ,45.804,15.1689,8600,Novo mesto
uhK8gxzmUw,46.6586,16.162,9000,Murska Sobota - dostava
5UlHSMIiVB,46.6612,16.1651,9001,Murska Sobota - poštni predali
Ssmuve01nf,46.7067,16.1564,9201,Puconci
0BSxx8xO97,46.7814,16.1689,9202,Maèkovci
vKMinsen9O,46.8053,16.2225,9203,Petrovci
bTd8zpcRFQ,46.825,16.2981,9204,Šalovci
ak0GIAIWnR,46.7688,16.2396,9205,Hodoš/Hodos
380WTJ8yu9,46.7889,16.2469,9206,Križevci
XOOBtidnv0,46.7408,16.3175,9207,Prosenjakovci/Partosfalva
6CKKMdvUpA,46.7333,16.2667,9208,Fokovci
GX6JIebbLk,46.655,16.2946,9220,Lendava/Lendva
5zxYbyYfO4,46.6864,16.1978,9221,Martjanci
NAuqsyh9H6,46.6761,16.2839,9222,Bogojina
uGXlwpNB2V,46.655,16.2946,9223,Dobrovnik/Dobronak
5ZN5xGdyZK,46.6278,16.3203,9224,Turnišèe
4qQr7pdyMp,46.5719,16.3469,9225,Velika Polana
wh2p23dVlW,46.6831,16.2208,9226,Moravske Toplice
LhdWluUXVC,46.6847,16.3978,9227,Kobilje
YDqN6FvE9W,46.6053,16.2406,9231,Beltinci
6CHseH1rhG,46.5744,16.2906,9232,Èrenšovci
75QyUzvKGT,46.5867,16.2803,9233,Odranci
0Dzfb5TStm,46.5208,16.1975,9240,Ljutomer
1DbKbkMYz7,46.5836,16.1653,9241,Veržej
BMNubx68Pt,46.5683,16.1386,9242,Križevci pri Ljutomeru
ZWMunigxlb,46.5289,16.0558,9243,Mala Nedelja
FJq5yt0HUu,46.5594,16.1077,9244,Sv. Jurij ob Šèavnici
qu7zDrDe55,46.5956,15.9814,9245,Spodnji Ivanjci
uAcw0Y1ls0,46.6733,15.9922,9250,Gornja Radgona
i8YprARnOm,46.6836,16.0525,9251,Tišina
4C15zUhuss,46.642,16.0378,9252,Radenci
tUykOTKexz,46.6972,15.9106,9253,Apaèe
cMNbTTn1Vr,46.7208,16.0225,9261,Cankova
PnSJn99ltw,46.8,16.0333,9262,Rogašovci
KsLcz47cE5,46.8369,16.0833,9263,Kuzma
fO5B1TtbSk,46.8,16.1,9264,Grad
Bf4tsOSbnT,46.7442,16.0922,9265,Bodonci
hhsQBrrroq,46.6625,16.1664,9501,Murska Sobota
QKoBRZNKqU,46.642,16.0378,9502,Radenci
yhidkbv4GE,46.6625,16.1664,9600,Murska Sobota
